category	labels	no	body
fact	1		ドイツの電源構成に占める原発割合は６％で、再生可能エネルギーは４６％に達する。
fact	1		ウクライナ侵攻後、「三〇年までに八割を再生エネ」としていた目標をさらに引き上げ、「三五年までにほぼ１００％を再生エネ」でまかなうことを掲げた。
fact	1		商業用の新築建物への太陽光発電パネル設置の義務化や、再生エネで水を分解して得られるグリーン水素の産業エネルギー活用などで脱炭素化を進めるという。
fact	1		スウェーデン王立科学アカデミーが10日、2022年のノーベル経済学賞を元米連邦準備理事会（FRB）議長のベン・バーナンキ氏ら3人に授与すると発表した。
fact	1		金融危機下の銀行の役割に関する研究への功績を評価した。
fact	1		受賞が決まったのはバーナンキ氏と、米シカゴ大学のダグラス・ダイヤモンド教授、米セントルイス・ワシントン大学のフィリップ・ディビッグ教授の3人だ。
fact	1		バーナンキ氏の功績に挙がったのが1930年代の大不況を題材に金融システムと恐慌の関係を分析した研究だ。
fact	1		くしくもバーナンキ氏がFRB議長に就いた2年後の2008年に米金融危機が発生した。
fact	1		M&A（合併・買収）助言のレコフによれば、日本企業の敵対的TOBは2000年代から徐々に増え、21年は8件を数えた。
fact	1		株価の下落などを受けて22年1～9月はオイシックス・ラ・大地によるシダックスへの1件のみだが、今後は円安で割安になった日本企業に対し、海外企業が買収に動く可能性も指摘される。
fact	1		観光旅行を公金で補助する全国旅行支援（全国旅行割）が11日から始まる。
fact	1		2020年に開始、中断している「Go To　トラベル」、21年の「県民割」、その拡大版である今回の割引と、旅行補助が続く。
fact	1		三菱重工業は関西電力などと、安全性を高めた新型原子炉を共同開発する。
fact	1		日立製作所と米ゼネラル・エレクトリック（GE）の合弁会社、日立GEニュークリア・エナジーも、三菱重工などとは別タイプの原子炉の開発に取り組む。
fact	1		福島第1事故を教訓に、外部電源を失った際の冷却継続や炉心損傷リスクの低下、放射性物質の放出防止などの技術開発が進んだ。
fact	1		受賞が決まったのは、ロシアの人権団体で政治弾圧の調査・告発で知られる「メモリアル」、ウクライナでロシアの戦争犯罪の記録に取り組む「市民自由センター（CCL）」と、ベラルーシの人権活動家アレシ・ビャリャツキ氏の2団体1個人。
fact	1		ビャリャツキ氏は裁判も受けずに収監中だ。
fact	1		いずれも人権や民主主義を擁護し、定着させる活動に従事してきた。
fact	1		ノルウェー・ノーベル賞委員会のレイスアンデルセン委員長は、彼らの活動について「政治権力を正しい方向に向かわせるために重要だ。権威主義国家が戦争に突き進むのを阻むことにつながる」と評価した。
fact	1		受賞が決まった7日、プーチン政権は「メモリアル」関連事務所の立ち退きを命じた。
fact	1		昨年の平和賞もロシアの反体制派ジャーナリストが受賞した。
fact	1		同じ日、独裁者は70歳を迎えた。
fact	1		食品や日用品、外食などで10月から価格が上がった。
fact	1		帝国データバンクによると、株式を上場する食品メーカーの105社で今年最多の6700品目を値上げした。
fact	1		アサヒビールなどビール大手4社が家庭用ビールを14年ぶりに値上げし、回転ずしやハンバーガーも値上がりした。
fact	1		ウクライナ危機は長期化し、エネルギーや原料価格は強含みで推移している。
fact	1		ファミリーマートでは商品本部内に「価格戦略・販売企画グループ」を発足させた。
fact	1		一日当たり五万人だった日本への入国者数上限が十一日から撤廃され、個人旅行と、短期査証（ビザ）なしでの来日ができるようになります。
fact	1		ドイッチャーさんの著書「言語が違えば、世界も違って見えるわけ」（ハヤカワ文庫）には、ほかにも興味深い事例が出てきます。
fact	1		ソウルにある日中韓三国協力事務局が、この三つの国の言葉を調べ、共通で使われる六百五十八単語を「日中韓共通語彙（ごい）集」という本にまとめました。
fact	1		例えば「可憐（かれん）」は日本と韓国では、花などが愛らしく、美しいさまを意味します。
fact	1		ところが、中国では単に「かわいそう」という意味なのです。
fact	1		周恩来首相主催の歓迎夕食会で田中氏は、日本による中国侵略に触れ「貴国に多大なるご迷惑をかけた」と発言し、中国語で「添了麻煩」と訳されました。
fact	1		国は認定こども園や保育園、幼稚園の送迎バスに安全装置の設置を義務付ける。
fact	1		プロ野球、セ・リーグを連覇したヤクルトの主砲、村上宗隆内野手が令和初の三冠王に輝いた。
fact	1		これまでの最年少は、以後三度達成する落合博満さん（ロッテ、一九八二年）の二十八歳。
fact	1		三日のレギュラーシーズン最終戦の最終打席で５６号を放ち、王貞治さん（巨人）が二十四歳で記録した日本選手のシーズン最多本塁打記録も塗り替えてしまった。
fact	1		政府は「全国旅行支援」を、十月十一日から十二月下旬まで実施する。
opinion	0		まるで毛の時代に戻ろうとしているかのようだ。
opinion	0		きのう開幕した党大会で報告した習氏は、国内総生産が倍増したことなど、この間の「強国路線」の成果を誇らしく語った。
opinion	0		ひとたび権力集中にカジを切れば、トップが関与した決定の転換はより難しくなる。
opinion	0		政策展開が硬直し、状況変化に即した柔軟対応を取りにくくなるリスクを習氏は自覚すべきである。
opinion	0		その弊害が、習氏が主導したゼロコロナ政策にあらわれているのではないか。
opinion	0		市民生活を窒息させ、経済の停滞を招いたにもかかわらず、報告で習氏はなおも実績として誇示した。
opinion	0		知識人を沈黙させ、香港で市民の自由を奪い去ったことも記憶に新しい。
opinion	0		自由な発想と発話が封殺された先には、閉塞（へいそく）と停滞しかないことは、学ぶべき歴史の教訓である。
opinion	0		対外政策について、習氏は演説で「自主平和外交」を改めて掲げ、「永遠に覇を唱えない」と強調した。
opinion	0		当時、Ｂ男さんも、アパートの中にいて、物音は聞いていたが、暴行には気づかなったそうだ。
opinion	0		聞こえのいい理念や約束を、額面通りに受け取るわけにはいかない。
opinion	0		一方で深く懸念されるのは、習氏が報告の中で台湾政策について、平和的統一に向けて最大限の努力をするとしつつ、「決して武力行使の放棄を約束しない」と述べ、前回の党大会では言及しなかった「武力行使」に触れたことだ。
opinion	0		医療事故の再発防止には原因の究明が欠かせない。
opinion	0		すでにＡ男さんは、意識のないような状態だったとみられる。
opinion	0		医療の発展のためにも、事故がなぜ起きたのかを十分に検証できるようにする必要がある。
opinion	0		渡辺容疑者は、「自宅があるので帰してやろうと思った」「誰かが見つけるだろうと思った」と供述しているそうだ。
opinion	0		患者の遺族から「病院が調査をしてくれない」と批判の声が上がることも珍しくない。
opinion	0		調査に前向きでない姿勢は、患者側との信頼関係を揺るがす要因になる。
opinion	0		130万円を超えると、家族手当の条件から外れることが多くなります。130万円を超えると、家族手当の条件から外れることが多くなります。
opinion	0		家族手当や扶養手当の支給条件は企業によって異なるため、詳しい制度の内容については勤務先に確認する必要があります。
opinion	0		すべての入国者にビザ取得を義務付け、個人旅行もまだ認めていなかったため、回復は非常に緩やかとなっている。
opinion	0		遺族は、他の病院では同様の事例で調査が行われたと知り、不信感を募らせて提訴に踏み切った。
opinion	0		病院が 真摯しんし に対応していれば、違う結果になったのではないか。
opinion	0		両ブランドの存在をさらに広く、多くの方に知ってもらえれば」と、さらなるファンの掘り起こしに期待する。
opinion	0		今回のコラボレーションは、紅茶への回帰を促したいとの思いがあったという。
opinion	0		今後、院内調査が始まるが、担当するメンバーは、病院とかかわりのない第三者とするなど、公正さに疑いが持たれない体制で進めることが重要だ。
opinion	0		医療事故調査制度は、報告と調査が適切に行われる形に改める必要がある。
opinion	0		当事者の医療機関だけで判断するのではなく、第三者機関や学会が判定にかかわったり、報告の基準を設けたりするなどの対策を検討してはどうか。
opinion	0		医療事故の報告をすると、病院の評判が落ちるのではないかという心配から、消極的になる傾向もあるという。
opinion	0		だが、調査しなければ、原因もわからぬまま再び問題が起きかねない。
opinion	0		遺族の声に耳を傾けることも大切だ。
opinion	0		自らの絶対的権力を誇示し、台湾を武力統一する野心を隠さないようでは、大国の指導者にふさわしい振る舞いとは言えない。
opinion	0		歯止めなき強国路線の加速を懸念する。
opinion	0		最高指導者の習近平総書記（国家主席）は、これまでの成果と今後の方針を示す演説で、自らが掲げた強国路線の目標の達成には今後５年間が重要になるとし、続投への意欲を示した。
opinion	0		今回の党大会の後、習氏は２期１０年という任期の慣例を破って３期目に入り、異例の長期体制を築くことが確実視されている。
opinion	0		看過できないのは、習氏が演説で、台湾問題について、「一国二制度」による平和的統一に「最大限努力する」と述べる一方、「武力行使の放棄は決して約束しない」と強調したことだ。
opinion	0		習氏の平和統一構想を台湾側が受け入れる余地はないに等しい。
opinion	0		濃い抹茶味は少し苦手な方でも食べやすそうなドーナツですね！
opinion	0		見るからに生地もクリームもやわらかいなので、口の中でとろけるおいしさを味わえそうな、ちょっと洋風な和スイーツですね！
opinion	0		なんだか一瞬でモンスターに食べられてしまいそうな気もするが、一応は活躍に期待しておきたい。
opinion	0		香港の一国二制度が、中国の強権によって形骸化しているのを目の当たりにしているからだ。
opinion	0		平和統一と言いながら、武力行使の可能性を示唆する発言は、武力統一が念頭にあることを示しているとしか思えない。
opinion	0		米国などによる介入を排除したいのだろう。
opinion	0		習氏は、中国国内の「貧困撲滅」や、「ゼロコロナ政策」による新型コロナウイルスの感染防止などを「大きな成果」と自賛した。
opinion	0		国際社会は、ロシアのウクライナ侵略を受けて、大国の「力による現状変更」が相次ぐ事態を懸念している。
opinion	0		中国の台湾侵攻を強く警戒するのは当然だ。
opinion	0		こうした状況で習氏が覇権を唱えないと言っても説得力はない。
opinion	0		習氏は強硬発言が中国への信頼を落とし、米欧日による対中貿易の抑制を招いて国益も損なっていることを認識すべきではないか。
opinion	0		習氏は、国家目標の「社会主義現代化強国」について、今世紀半ばまでに達成する方針を改めて強調した。
opinion	0		国の発展を目指すこと自体は他国が批判する筋合いではないが、問題はその手法だ。
opinion	0		人権や法の支配など普遍的価値を踏みにじり、中国中心の国際秩序に塗り替えようとすることは許されない。
opinion	0		原因を明らかにし、早期の打ち上げ再開を目指すことが重要だ。
opinion	0		海上に落ちた機体の回収は困難とみられるが、まずは姿勢制御に異常が発生した原因を特定する必要がある。
opinion	0		若手サイドバックとして懸命に戦っていた選手を覚えているだろうか。
opinion	0		サポーターもスティーブン・ジェラードのように大きな存在になっていくと期待したはずだ。
opinion	0		2014年夏にはイングランド代表デビューも飾っており、2013-14シーズンのブレイクが大きかったのが分かる。
opinion	0		フランス代表のグリーズマンはまたも見事なプレーを披露し、本来の調子を取り戻しつつあるように見える。
opinion	0		新たな市場開拓に期待がかかっていただけに、手痛い失敗だったと言えよう。
opinion	0		エンジンの燃焼具合を調整できる液体燃料に比べ、固体燃料のロケットはもともと姿勢制御が難しいとされる。
opinion	0		これまで高い成功率を誇ってきた日本の信頼が揺らがないようにしなければならない。
opinion	0		ＪＡＸＡや関係メーカーなど開発陣は、失敗に 萎い縮しゅく することなく、挑戦を続けてもらいたい。
opinion	0		当時は原因調査が長引き、ロケット開発が停滞した。
opinion	0		焼け焦げて見つかったのは、ブレーキの「ドラム」と「ブレーキシュー」と呼ばれる部品で、摩擦熱によって焦げたと見られるということです。
opinion	0		左足の太ももの骨を折るなど全治3カ月の重傷を負わせた疑いがもたれています。
opinion	0		今回の失敗で、計画に影響が出ないようにしてほしい。
opinion	0		今後は、官民で素早い技術開発とコスト削減に取り組み、世界の市場で競争できるよう、開発体制を強化すべきだ。
opinion	0		原発が抱える数々の難題を脇に追いやり、推進に好都合な点ばかり訴える。
opinion	0		そんな「結論ありき」の議論で、重大な政策転換を進めていいのか。
opinion	0		課題や方策について多角的に検討を尽くすことが、政権の最低限の責務である。
opinion	0		落とし主を特定した経緯について富山中央警察署は「遺失の届け出、その他の状況などにより総合的に判断して落とし主を特定した」とコメントしています。
opinion	0		そこでの議論では、原発推進を前提にした意見が大勢を占める。
opinion	0		そうした点については表面的な議論に終始し、中身は深まらない。
opinion	0		なぜこれほど、議論の幅が狭くなってしまうのか。
opinion	0		これで十分な調査と審議ができるのか、極めて疑わしい。
opinion	0		通り一遍の議論で、推進官庁の提案にお墨付きを与えるだけの役回りになるのではないか。
opinion	0		政府は指摘を真摯（しんし）に受け止め、熟議ができる環境を整えなければならない。
opinion	0		現場に足を運んで取材をするが、その内容をスタジオで報告することもあり得るという。
opinion	0		４カ月での新方針決定というのも、あまりに急だ。
opinion	0		エネルギー問題は激動期にあり、複雑さを増している。
opinion	0		原発の位置づけは、電気の使い方を将来にわたって左右する大きなテーマだ。
opinion	0		安定供給や脱炭素の効果だけでなく、課題やコストとリスク、他の選択肢との比較など、さまざまな観点から検討を重ねることが欠かせない。
opinion	0		審議会を含め、さまざまな専門家をバランスよく集め、透明性を確保した議論の場が必要になる。
opinion	0		だが、深刻な社会的問題を抱える団体にお墨付きを与えたり、選挙に利用してきたりした政治のけじめはついていない。
opinion	0		だんだん貧乏になっています。
opinion	0		私は、人生は自分で切り拓くものと考え、努力を重ねてまいりました。
opinion	0		お墓もお葬式もここ数年、着々と準備を進めています。
opinion	0		日本式にピシッとまとめるのではなく、自然に咲いているようなアレンジにできたらいい。
opinion	0		こんなに準備しているのに、本番を見られないのが残念ね。
opinion	0		生前にリハーサルをすれば、本人確認のうえで、より理想に近づけられます。
opinion	0		今いる子たちはなるべく私が看取り、最後に私がこのお墓に入れればいいですね。
opinion	0		そんな居場所のイメージを持って終活するのは、案外良いものじゃないかと思いますよ
opinion	0		教団との関係の全容解明を抜きにしては、信頼は戻らないと知るべきだ。
opinion	0		山際氏はきのうの予算委で、自らの過去の行動を把握しきれていないとして、「これから新しい事実が出る可能性がある」と開き直った。
opinion	0		霊感商法や高額献金といった被害の救済に取り組むのは当然だが、「これから」ばかりを強調し、「これまで」を真摯（しんし）に省みる姿勢に欠けるのでは、その本気度に疑問符がつきかねない。
opinion	0		教団との決別を掲げる首相の覚悟が問われる。
opinion	0		「フィッシングサイトとみられるものがあることは把握している。詳細は調査中」とコメントしている。
opinion	0		日本や米国など計12カ国で11月から広告付きの低価格プランを始めるのも背景に、12月末までの3カ月間で会員が450万人増えると予想した。
opinion	0		「サイトに接続するときは、ドメインを必ず確認しましょう」と呼びかけている。
opinion	0		自民党と教団の関係についても、ウミを出し切ったとは言えない。
opinion	0		所属する全国会議員の点検結果は公表したが、あくまで自己申告であり、接点の中身も具体的ではない。
opinion	0		本人が亡くなり、限界があるとしても、調べようとすらしないのは、はなからやる気がないとみるほかない。
opinion	0		週明け24日頃からは再び冷たい空気が流れ込み、最高気温、最低気温ともに平年を下回る所が多くなりそうです。
opinion	0		自らと教団の関係をしっかり語ることから始めるべきだ。
opinion	0		朝の最低気温は、平年を下回る所が多いでしょう。
opinion	0		デジタルの力で社会問題を解決できるだろうか。
opinion	0		コロナ前に比べると規模は一回り小さくなったが、紹介されるテクノロジーは巨大仮想空間のメタバースから、最先端の部品まで多様性に富む。
opinion	0		その中で共通するのは、ESG（環境・社会・企業統治）の視点だ。
opinion	0		太陽光をはじめとする再生エネルギーの受け入れ拡大に弾みがつくと期待したい。
opinion	0		NECは少量の血液サンプルからその人の心筋梗塞や肺がんの発生リスクを予測する技術をアピールする。
opinion	0		そのほかJR西日本やパーソルグループなどの異業種が初出展したのも今年の特徴だろう。
opinion	0		デジタルトランスフォーメーションの流れが業種の垣根を越えて広がり始めた証しである。
opinion	0		やや残念なのは、大きなブースを構えて、目立っていたのが富士通などの電機大手に偏り、スタートアップ企業の存在感が希薄だったことだ。
opinion	0		産業の新陳代謝の加速が官民挙げての課題である。
opinion	0		加えて、世界市場における日本の電機産業の劣勢をはね返す「ゲームチェンジャー」となり得るような、大型のイノベーションも不足していると感じた。
opinion	0		奮起を促したい。
opinion	0		中国共産党大会は急減速する経済の立て直しが重要課題である。
opinion	0		だが3期目入りが確実な習近平総書記（国家主席）の体面ばかりが優先され、疲弊する国民生活を真摯に議論する雰囲気に乏しい。
opinion	0		経済浮揚には、市場を重視する大胆な政策転換が不可欠である。
opinion	0		習氏は実効性ある新しい発展モデルを探る旗振り役になるべきだ。
opinion	0		9月貿易統計、主要70都市の新築住宅価格の発表もない。前代未聞の事態は中国の国際信用にかかわる。
opinion	0		集権に成功した習氏の権威への配慮から悪い数字を出せないとすれば、党大会での経済論議も期待できない。
opinion	0		地方政府が国有地の使用権を開発業者に高値で販売して財政収入を得る住宅・不動産主体の発展モデルは破綻しつつある。
opinion	0		習政権の政策はそれを加速した。
opinion	0		不動産関連はGDPの2、3割を占めるだけに影響は甚大だ。
opinion	0		共産党の指導を重視する中国独自の発展モデルだという。
opinion	0		その実態は、米欧自由主義に対抗する習氏とその路線への忠誠度を試すツールの側面が強い。
opinion	0		実効性ある精緻な経済モデルというより、政治的な思惑の産物なのだ。
opinion	0		国有企業重視の色が濃く、中国経済を支える大多数の民間企業の意欲を引き出す政策でもない。
opinion	0		自力更生など内向きの雰囲気とともに、党の管理が強まれば、民間企業の自由度は下がり、生産性も上がらない。
opinion	0		いまは成長の原動力だった市場重視こそ肝要である。
opinion	0		アリババ集団などIT大手への圧力の行方も見通せない。
opinion	0		成長企業のけん引がなければ、技術強国は絵に描いた餅になる。
opinion	0		米中対立で高性能半導体の確保さえままならず、若者の失業率も2割近いのに、政治主導の「企業いじめ」に何の意味があるのか。
opinion	0		14億人の中国市場は魅力的だ。
opinion	0		インフラ投資に頼る従来の手法では安定成長は実現できない。
opinion	0		今年の成長率目標「5.5%前後」も達成は難しい。
opinion	0		経済浮揚のカギは、民間企業の意欲を最大限引き出す市場重視への大転換である。
opinion	0		様々な宗教的な価値観があるとはいえ、国民を暴力で抑え込むやり方は断じて許されない。
opinion	0		イラン政府は女性が死に至った経緯を明らかにしなければならない。
opinion	0		そのうえで抗議デモが拡大した背景に、米欧との対立から国際的に孤立し、経済苦境の下にある国民の不満があることは見逃せない。
opinion	0		悲劇を繰り返さないためには、核開発をめぐる米欧など6カ国とイランの合意を軌道に戻し、イランが国際社会に復帰する道筋を整えることが重要だ。
opinion	0		9月に首都テヘランで拘束された女性の死因について政府は病気だとしているが、抗議は全土に拡大し、最高指導者ハメネイ師ら体制を批判する者もいる。
opinion	0		イランは有数の産油国でありながら原油を輸出できず、国内経済が悪化する一方で、合意を逸脱した核開発を加速している。
opinion	0		イランは有数の産油国でありながら原油を輸出できず、国内経済が悪化する一方で、合意を逸脱した核開発を加速している。
opinion	0		謎の声に導かれながらこの世界の謎に挑む新境地アクションアドベンチャーとなっている。
opinion	0		抗議デモは保守強硬派のライシ大統領による風紀引き締めや日々の生活苦への不満が、女性の死をきっかけに噴出したと考えるべきだろう。
opinion	0		強権的な弾圧は不満を増幅し事態を悪化させるだけだ。
opinion	0		イランは有数の産油国でありながら原油を輸出できず、国内経済が悪化する一方で、合意を逸脱した核開発を加速している。
opinion	0		突然のトラブルに備え、データの損失を最小限に抑えるためにも、日常的にデータのバックアップを取っておくことをおすすめします。
opinion	0		「ロシア軍は何よりもまず、ヘルソン市民の安全な避難を確保する」と述べた。
opinion	0		ウクライナのウォロディミル・ゼレンスキー大統領は、過去8日間で国内の発電所の3割が破壊されたと述べた。
opinion	0		金融市場では円安の長期化を予測する声が強い。
opinion	0		だが一カ月足らずで八円以上の円安が進行し、介入効果は雲散霧消した形だ。
opinion	0		政府の姿勢を日銀が打ち消していては円安を抑制できるはずもない。
opinion	0		黒田総裁は十八日の衆院予算委員会で「金融緩和が失敗だというのは事実に反する」と強調した。
opinion	0		むしろ現状は緩和が引き起こす円安が物価高騰に拍車をかけ、暮らしに打撃を与える悪循環に陥っている。
opinion	0		ただ需要全体は依然弱く、インフレとデフレが共存する異例の事態となっている。
opinion	0		黒田総裁には緩和一辺倒の姿勢を改めてほしい。
opinion	0		景気悪化を起こしかねない急激な金融引き締めは避けるべきだとしても、緩和続行発言を控えるだけでも円安の抑制効果があるはずだ。
opinion	0		今月内に策定する総合経済対策に対策費を盛り込む方針だが理解に苦しむ。
opinion	0		政府が救うのは円安で潤う輸出企業ではなく輸入物価高騰に苦しむ企業のはずだ。
opinion	0		首相は方針を撤回すべきである。
opinion	0		今月開かれた二十カ国・地域（Ｇ２０）財務相・中央銀行総裁会議では米国の利上げによるドル高への懸念が噴出した。
opinion	0		インフレ抑制は理解できるが世界的な金融危機が起きては元も子もない。
opinion	0		ロシアのウクライナ侵攻で国際協調がかぎを握る中、米国には利上げペースを緩めるなど各国に配慮した行動を求めたい。
opinion	0		「合区」が導入されて七年、不平等は常態化している。
opinion	0		国会は抜本的な見直しを急ぐべきだ。
opinion	0		Ａ県は国会議員を一人しか選出できないのに、Ｂ県が三人選出できるなら、誰しも不平等を実感するであろう。
opinion	0		明白な不平等で正当化できまい。
opinion	0		そもそも四県の合区によって選挙制度見直しの目的が達成・終了したともいえない。
opinion	0		過去の大法廷判決では、都道府県を単位とする方式を改めることなどで格差是正を図ることも求められていた。
opinion	0		それなのに国会では格差是正を指向する姿勢が一五年当時と比べて弱まっている。
opinion	0		足踏み状態というより放置状態である現状を指弾されたのに等しい。
opinion	0		その最初の大阪高裁判決の意義は大きく、国会は速やかに抜本改革に動き出すべきだと考える。
opinion	0		抜本改正により平等な選挙を実現したい。
opinion	0		方針の再検討を求めたい。
opinion	0		あまりに乱暴すぎないか。
opinion	0		政府が保険証を使って普及を図るのは、国民に受け入れてもらえないことへの焦りからだろう。
opinion	0		国民の多くは、国が集めた個人情報がどう使われるのか、個人情報が漏洩（ろうえい）することはないのか、利便性以上に不安を感じるからだ。
opinion	0		国民の不安を置き去りにして理解を得る努力も怠り、「脅し」にも近い形でカードの普及を図ることは本末転倒も甚だしい。
opinion	0		医師会からは、現場の負担や混乱を懸念する声も漏れてくる。
opinion	0		国会での議論を尽くさず、期限ありきでカード取得を強引に義務づけることは到底許されない。
opinion	0		導入を急がず、制度への不信感と誠実に向き合うことが先決だ。
opinion	0		日本企業の国際競争力にまた一つ警鐘が鳴った。
opinion	0		日本は官民の両方でデジタル改革を加速させる必要がある。
opinion	0		構造問題の存在を謙虚に見て取るべきだろう。
opinion	0		浮かび上がるのは、国際化とデジタル化で遅れ、経営の競争力が上がらない日本企業の姿だ。
opinion	0		たとえば企業の俊敏性向上にはトップから現場まで、デジタル時代に即した行動やコミュニケーションのスキルを身につける必要がある。
opinion	0		ところが日本企業ではIT恐怖症克服の努力を放棄し、パソコン作業を部下に丸投げするような人がいまだ散見される。
opinion	0		デジタル人材の不足には終身雇用と年功序列を前提にした日本的雇用・賃金慣行が大きく関係している。
opinion	0		ITやサイバー防御は経営の中核事項ではないと考える経営者の誤った認識は、企業の魅力を損ない、結果的に有能なIT人材の不足を招く。
opinion	0		企業のリーダー層は当事者意識をもってデジタル改革と国際化、経営改革を同時に進めてほしい。
opinion	0		各企業の競争力向上が国全体の競争力向上につながる。
opinion	0		焦点の一つは、育児休業期の給付を拡充するかだ。
opinion	0		働き方が多様化するなか、従来のセーフティーネットから外れる人は増えている。
opinion	0		妊娠・出産で収入が途絶えることに不安を抱える人は多くおり、一定の対策が必要という考えは理解できる。
opinion	0		ただ簡単ではない。
opinion	0		どの範囲の人にどこまでの給付をするのか、財源をどこに求めるのか。
opinion	0		雇用保険制度からの切り離しを含め、国民的な議論が必要だ。
opinion	0		なにより少子化対策はお金だけで解決できるものでは決してない。
opinion	0		非正規の人らが出産後に一定の給付が受けられるようになったとしても、その後の仕事に明るい展望が持てなければ、子どもを持つハードルは高いままだからだ。
opinion	0		非正規の人の処遇改善や正社員化の後押しなど、労働面の改革を同時に進める必要がある。
opinion	0		これは正社員も同様だ。
opinion	0		長時間労働などが前提の職場では、子どものいる女性が仕事を続け、力を発揮するのは難しくなる。
opinion	0		育休や短時間勤務に過度に依存する「マミートラック」に入るか、仕事を辞めるかになりがちだ。
opinion	0		硬直的な働き方そのものを変え、男女ともに仕事と家庭を両立することの大切さは1990年代から指摘されながら、少ししか変わっていない。
opinion	0		昭和の性別役割分業を前提とした働き方も、非正規が抜け落ちがちな社会保障制度も、官民あげて今こそ根本から見直すときだ。
opinion	0		保育サービスの大切さは言うまでもない。
opinion	0		社会全体で子どもを支えるためリーダーシップを発揮してほしい。
opinion	0		勧告に法的強制力はないが、政府は重く受け止め、改善に向けた方策を講じるべきだ。
opinion	0		障害者は平等に扱われる権利を持ち、社会はそれを保障する義務があるとの条約の趣旨に反する父権主義は共生の理念と矛盾し、収容や分離につながりかねない。
opinion	0		大胆な提案のようでもあるが、先進国ではすでに在宅医療が主流であることを想起すべきだろう。
opinion	0		勧告を一蹴していいのか。
opinion	0		傾聴に値する言葉だ。
opinion	0		障害者を締め出す社会は弱く、もろい。
opinion	0		政府はいま一度、条約の趣旨に立ち返るべきである。
opinion	0		ロシアによるウクライナ侵攻で電力やガスの供給が不安定になったための措置だが、原発事故を受けて踏み出した「脱原発」方針の継続に知恵を絞るべきである。
opinion	0		寒さの厳しい冬場の暖房を確保するためにはやむを得ない措置なのだろう。
opinion	0		ただドイツは、脱原発に向けた国際リーダー的な存在だ。
opinion	0		緑の党出身のハーベック経済・気候保護相は「原発は今後ともリスクの高い技術であり、放射性廃棄物は次世代の負担となる」と原発の危険性を指摘する。
opinion	0		脱原発の道のりは険しいが、知恵を絞り信念を貫いてほしい。
opinion	0		中央銀行トップの受賞は異例だ。
opinion	0		理論を実践につなげた人物の受賞は、「生きた経済学」を後押しする点でも意味がある。
opinion	0		ダイヤモンド氏らは金融の仲介機能を研究し、取り付けを避けるため政府が預金の一部を保証する預金保険制度の重要性を説いた。
opinion	0		同氏の研究者としての知見が銀行救済や果敢な資金供給を通じ「100年に一度」とされた危機の広がりを食い止めたのは間違いない。
opinion	0		一方、議長就任に先立つFRB理事や米大統領経済諮問委員会（CEA）委員長の時代に、そもそも住宅バブルを見逃した責任を問う声は多い。
opinion	0		08年の危機の引き金となったリーマン・ブラザーズ破綻を避けるため、もっと手を尽くせたのではとの指摘もある。
opinion	0		当時の危機対応は、20年初めからの新型コロナウイルス危機対応への「ひな型」にもなった。
opinion	0		大恐慌時より格段に洗練された政策手段の副作用でありジレンマだ。
opinion	0		未完の危機対応への理論と実践を、一段と磨く必要がある。
opinion	0		相手企業の取締役会から賛成を得ないままTOB（株式公開買い付け）を始める敵対的買収が、経営戦略のひとつとして定着してきた。
opinion	0		企業価値の向上に結びつく買収を目指してほしい。
opinion	0		買収する側の企業にとっては、TOBに応じる利益を相手企業の株主に効果的に伝える必要がある。
opinion	0		コロワイドの大戸屋ホールディングスへのTOB（20年）やSBIホールディングスの新生銀行買収（21年）など、最近は相手企業の株主の意向が重要なカギを握るようになった。
opinion	0		企業買収において粘り強い交渉と説得が何よりも重要であることを示す事例だ。
opinion	0		非上場企業が相手ならば関係者へのいっそう丁寧な説明が要る。
opinion	0		買収をしかけられた企業も防衛策を乱用して交渉の道を閉ざすべきではない。
opinion	0		社外取締役が株主の代表として最善の対応を考えるべきだ。
opinion	0		そうでなければ産業の新陳代謝も停滞する。
opinion	0		短期間で事業領域や販路を広げられるM&Aは、技術やビジネスモデルの変化が速まるとともに、重要性が増している。
opinion	0		足元では地政学リスクの高まりを受け、供給・販売網を素早く組みかえる必要性も出てきた。
opinion	0		さらに手元資金の有効活用を求める株主の声は強まる一方だ。
opinion	0		敵対的買収も辞さない企業は増えていくと考えるべきだ。
opinion	0		資本の力で買収にこぎつけても、事業や資産を活用できなければ企業価値を損なうという戒めだ。
opinion	0		相手企業の従業員や取引先の離反を招きかねない敵対的買収は、この点で難易度が高いことも認識すべきだ。
opinion	0		この段階での公的支援は不要だ。
opinion	0		政府や自治体は観光業が成長産業となるための中長期的な環境整備に専念すべきではないか。
opinion	0		コロナ禍で傷んだ経営に助けを求める事情は理解できる。
opinion	0		しかし補助に慣れれば創意工夫による付加価値の向上や顧客獲得はどうしても後回しになる。
opinion	0		体質改善や経営革新は遅れ、生産性は下がり結果的に国際競争に負ける。
opinion	0		発想を転換し、今の需要回復を追い風に成長産業へと脱皮する道を考えたい。
opinion	0		政府の役割は目先のばらまきではなく、規制改革などにより成長の障害となっているものを除去することだ。
opinion	0		効果的な情報発信や業務の効率化のためIT（情報技術）の活用を促進したい。
opinion	0		公共交通機関の乏しい地域でもマイカーのない外国人が旅しやすいよう、ライドシェア型サービスを取り入れてはどうか。
